"","dimension","birth","death"
"1",1,0.200486656620069,0.204246585631008
"2",1,0.198271819209544,0.201844327705505
"3",1,0.19769677949054,0.203918399136163
"4",1,0.229994404597799,0.237082913104104
"5",1,0.169125659405646,0.1757804310489
"6",1,0.177813423704179,0.180792915264034
"7",1,0.177561509604952,0.182851219906206
"8",1,0.168698000074594,0.176437881112016
"9",1,0.177253274075527,0.181723192142785
"10",1,0.155856125924959,0.160475717337534
"11",1,0.223537775050586,0.231588457392283
"12",1,0.184709105356783,0.192645729246502
"13",1,0.225646384330549,0.231358949093513
"14",1,0.18325209583119,0.188134395186321
"15",1,0.226255026611742,0.237343258914429
"16",1,0.162252187554963,0.167098078337107
"17",1,0.151002531800871,0.153931193100896
"18",1,0.214078131921163,0.218067995625172
"19",1,0.207299537444715,0.212936102414754
"20",1,0.208499619403964,0.214350638320586
"21",1,0.191363163249288,0.194928803124561
"22",1,0.195742414529993,0.201190109553991
"23",1,0.161570311021354,0.169577479196188
"24",1,0.20358765381037,0.207986341761293
"25",1,0.190734980980045,0.195992493185115
"26",1,0.180263917720975,0.185555590558824
"27",1,0.206482799960199,0.219444566000975
"28",1,0.127560491620258,0.132327194202186
"29",1,0.127504676133924,0.132820696308807
"30",1,0.238106939353472,0.244298029806156
"31",1,0.242932938683207,0.248730532876152
"32",1,0.169856260156711,0.176519382737134
"33",1,0.168462294691679,0.173702679412978
"34",1,0.16931571759453,0.173934627470812
"35",1,0.204413936739156,0.209577234940371
"36",1,0.154205701375514,0.158302407779485
"37",1,0.248747277534371,0.260713305087808
"38",1,0.180341861986804,0.189495568781189
"39",1,0.159716965915197,0.165836686995895
"40",1,0.168672575379632,0.17610321888844
"41",1,0.169971510643884,0.173445985854278
"42",1,0.169033573431905,0.172961763364551
"43",1,0.168352508336098,0.171830804882954
"44",1,0.201998247967754,0.206779779349788
"45",1,0.208589958682657,0.226780988758085
"46",1,0.191554614911919,0.197463820931488
"47",1,0.158786864343675,0.164730152086914
"48",1,0.15655574670331,0.162340223052402
"49",1,0.19606800549744,0.204670520986623
"50",1,0.181161115042266,0.185722638512543
"51",1,0.149459827932101,0.157315780232355
"52",1,0.205474362066261,0.215159431860041
"53",1,0.129373953109631,0.136095257098311
"54",1,0.227096438934731,0.232733413279259
"55",1,0.226753682793797,0.231055315247422
"56",1,0.223821632673326,0.228434465787914
"57",1,0.1631007561933,0.168184658757141
"58",1,0.199602089967151,0.203919798543961
