"","dimension","birth","death"
"1",1,0.165241568444583,0.169401011434495
"2",1,0.16460709466313,0.169134599000219
"3",1,0.16369224086384,0.167730100449183
"4",1,0.159933725935047,0.165000026463588
"5",1,0.159884281950906,0.165844470240392
"6",1,0.202288527101939,0.208723398122726
"7",1,0.203527387115448,0.210506647903738
"8",1,0.223018034887894,0.233101728450878
"9",1,0.149692109826084,0.156035789131207
"10",1,0.122034016324423,0.127029555393839
"11",1,0.11422836197751,0.119240353291168
"12",1,0.178508108345007,0.185772368464137
"13",1,0.177115241184927,0.183966551832748
"14",1,0.452620102358472,0.480763674517717
"15",1,0.237998211633727,0.249294803239888
"16",1,0.174348392615778,0.180682345962387
"17",1,0.21001016718672,0.216615036240829
"18",1,0.159561068305944,0.164669533506435
"19",1,0.191198434344115,0.195554959830553
"20",1,0.190037987171313,0.194093153525184
"21",1,0.187048611585554,0.191432615198945
"22",1,0.205280173681699,0.217110301938028
"23",1,0.17861439355828,0.184972184131353
"24",1,0.232205803557927,0.238717973423884
"25",1,0.232185025673468,0.238820410189452
"26",1,0.232063228837347,0.23907437577201
"27",1,0.230562101283817,0.236797728651631
"28",1,0.229673917722369,0.236132575822695
"29",1,0.228525437263648,0.235866371744331
"30",1,0.186421927397592,0.192789237106672
"31",1,0.149707598685798,0.156305210757107
"32",1,0.191568487682364,0.199624143219078
"33",1,0.117618132156177,0.124858432136994
"34",1,0.150614755962234,0.154466803566096
"35",1,0.150601683351734,0.154531096840187
"36",1,0.214682979794413,0.221789905479936
"37",1,0.228866052337071,0.235155646041386
"38",1,0.226969065108329,0.234368609849238
"39",1,0.225229370978026,0.23186164534599
"40",1,0.160156563835946,0.165112370924616
"41",1,0.192535605351197,0.200031776890183
"42",1,0.212257594756328,0.223254779253233
"43",1,0.213258849807152,0.222894143044882
"44",1,0.183441570049846,0.191062572524351
"45",1,0.158419474867855,0.165526418740982
"46",1,0.169990184736458,0.181220812547867
"47",1,0.166164985867504,0.17131570232217
"48",1,0.229050328257427,0.24943146936793
"49",1,0.116134147908267,0.120401033305188
"50",1,0.116022142611869,0.120963051390363
"51",1,0.23504428050905,0.253429326645568
"52",1,0.15552568310641,0.164489088753734
"53",1,0.193369282064954,0.218545414631657
"54",1,0.180427835861591,0.188661392228506
"55",1,0.16277909261222,0.17510802427445
"56",1,0.270623154582656,0.288352376802249
"57",1,0.160772371539242,0.165620610051034
"58",1,0.158978346041145,0.163184490215033
"59",1,0.158088539677313,0.162326735757907
"60",1,0.158064714051643,0.162845519768334
"61",1,0.156659301742952,0.165640847802031
"62",1,0.166786169861256,0.174646249895205
"63",1,0.231411874171755,0.242176479356179
"64",1,0.198655590106728,0.203213925197982
"65",1,0.182496010315883,0.189449115432035
"66",1,0.210483642955899,0.216928365429523
"67",1,0.20248310036302,0.210158985125577
"68",1,0.200487197465404,0.207749733619144
"69",1,0.181437575457164,0.187151767280747
"70",1,0.159143276550929,0.162199464549721
"71",1,0.149616816434577,0.156963260419862
"72",1,0.188126314624335,0.196406229428515
"73",1,0.118110113660688,0.125224454751075
"74",1,0.156301736918265,0.160483819508936
"75",1,0.155011756878003,0.158885700689184
"76",1,0.196885359201103,0.202651226307609
