"","dimension","birth","death"
"1",1,0.205093990042162,0.209906669775479
"2",1,0.194631938124371,0.200149978602557
"3",1,0.204832943201786,0.208778895176253
"4",1,0.169088580192638,0.17518071024898
"5",1,0.188730679937755,0.193722276178351
"6",1,0.215977588655779,0.221837511925609
"7",1,0.156209395622268,0.159784733745978
"8",1,0.180455594792349,0.186124212062149
"9",1,0.189165218719813,0.193771376069518
"10",1,0.14036913853057,0.148287384412848
"11",1,0.21930757202681,0.226488508240881
"12",1,0.182944203038579,0.187355861218369
"13",1,0.162553786387254,0.166656937719886
"14",1,0.160475326956489,0.168008959904386
"15",1,0.202245743109822,0.206542823741887
"16",1,0.201504521489331,0.209494002306625
"17",1,0.163265508928251,0.165604071743625
"18",1,0.180605886939274,0.18528616860384
"19",1,0.223273899447491,0.227569071070629
"20",1,0.177614266336624,0.183132190540149
"21",1,0.19319905999069,0.197803396623525
"22",1,0.192729651005929,0.197187938865432
"23",1,0.230260959757117,0.233817550268402
"24",1,0.171359310485768,0.178808551405481
"25",1,0.175365430591096,0.179390739247817
"26",1,0.158126527511281,0.161747081842319
"27",1,0.203920689353835,0.207466335052425
"28",1,0.154243759498882,0.157815585623128
"29",1,0.184308720772884,0.190102324114879
"30",1,0.139713301872279,0.148070671661801
"31",1,0.185041803598177,0.192221486829918
"32",1,0.158656285366825,0.163022852860405
"33",1,0.194880234500954,0.200670367997498
"34",1,0.206853097143154,0.211711766963489
"35",1,0.213734575586749,0.218186333171837
"36",1,0.213727409361864,0.218392087531715
"37",1,0.211891955654094,0.21637180633998
"38",1,0.148571339477799,0.152586879164893
"39",1,0.14865741753942,0.151339992925143
"40",1,0.147859451805024,0.150571606486346
"41",1,0.147591609896652,0.150247120242694
"42",1,0.154153373095124,0.157531757418717
"43",1,0.192633554416255,0.198603751416447
"44",1,0.198294534777554,0.206129054118535
"45",1,0.180928556441414,0.185843860237042
"46",1,0.184121724993938,0.188571544489557
"47",1,0.164286170879756,0.168213744382089
