"","dimension","birth","death"
"1",1,0.201902038931893,0.206979729478602
"2",1,0.204076013687637,0.213452825526199
"3",1,0.152532929891614,0.158802410110758
"4",1,0.185465751435721,0.190192177976362
"5",1,0.185056231483782,0.190377377633038
"6",1,0.184993130936015,0.19098626399578
"7",1,0.190948720787156,0.197611909451273
"8",1,0.126514840973988,0.132559702739432
"9",1,0.150561986382215,0.156696342834894
"10",1,0.252455614240712,0.271730262160853
"11",1,0.184981075845024,0.195128184599602
"12",1,0.182189547482049,0.186369311709848
"13",1,0.197059595261028,0.200027184457487
"14",1,0.196595150783979,0.20000023653818
"15",1,0.195892152779352,0.198895611021219
"16",1,0.195303329066338,0.19963747785276
"17",1,0.179135999259269,0.184202133419881
"18",1,0.154073381310609,0.15749809780612
"19",1,0.148869350506316,0.152937585682884
"20",1,0.205049934333129,0.212278736183083
"21",1,0.201927661581975,0.209972348140606
"22",1,0.176638551251559,0.183810960200911
"23",1,0.202787575834401,0.207879499361488
"24",1,0.175017257463143,0.178741468364406
"25",1,0.177315644105653,0.182242444516018
"26",1,0.172826373620532,0.179138808624707
"27",1,0.217586735444889,0.221132467574166
"28",1,0.216181481052436,0.220452048988622
"29",1,0.203640435262353,0.211080202690112
"30",1,0.187893254191825,0.192012741570977
"31",1,0.162107468265481,0.16760406947167
"32",1,0.22846851863694,0.236414399612644
"33",1,0.149185514535243,0.154196741295027
"34",1,0.215607997461429,0.222715603508223
"35",1,0.196979363078485,0.202013749063009
"36",1,0.154422919642976,0.160997837084452
"37",1,0.174735237307352,0.180268981156203
"38",1,0.181871784567365,0.186648412658876
"39",1,0.184354190611501,0.189410156029485
"40",1,0.12659995582872,0.131199553432301
"41",1,0.142757916709107,0.147602617096497
"42",1,0.192563129160587,0.20010086160783
"43",1,0.183344441586167,0.188455109402298
"44",1,0.179528769328512,0.184369669813622
"45",1,0.205691794425836,0.211789138038711
"46",1,0.205086513617731,0.210782035955011
"47",1,0.262524963161431,0.29007156682019
"48",1,0.226036630641139,0.231903445323143
"49",1,0.243098151136498,0.251973962211926
"50",1,0.15394938521533,0.15812793355266
"51",1,0.198058639564328,0.203248326821674
"52",1,0.175667527545994,0.179119214196223
"53",1,0.196438191123391,0.204104763243501
"54",1,0.171892236783836,0.178759887338157
"55",1,0.197038694525162,0.203245006730154
"56",1,0.245404210278227,0.252610088915624
"57",1,0.244896381913674,0.251108373797895
"58",1,0.191056051167124,0.196420916895364
"59",1,0.216278394561317,0.220120554166391
"60",1,0.215950406568813,0.22035395175583
"61",1,0.183172154278753,0.188192105046439
"62",1,0.204859118431016,0.208980244949206
"63",1,0.203734787675783,0.208442557869188
"64",1,0.147737737764384,0.154604295407025
"65",1,0.147265822039048,0.15560223149674
"66",1,0.186297091626761,0.18964441221793
"67",1,0.185743119143197,0.188793306551566
"68",1,0.180817246194583,0.185678052538956
"69",1,0.182245090813562,0.187893079765992
